Index,Concept Code,Concept Name,Preferred Concept Name
2648,48243,Jeff Davis,"Jeff Davis, TX"
2649,48245,Jefferson,"Jefferson, TX"
2650,48247,Jim Hogg,"Jim Hogg, TX"
2651,48249,Jim Wells,"Jim Wells, TX"
2652,48251,Johnson,"Johnson, TX"
2653,48253,Jones,"Jones, TX"
2654,48255,Karnes,"Karnes, TX"
2655,48257,Kaufman,"Kaufman, TX"
2656,48259,Kendall,"Kendall, TX"
2657,48261,Kenedy,"Kenedy, TX"
2658,48263,Kent,"Kent, TX"
2659,48265,Kerr,"Kerr, TX"
2660,48267,Kimble,"Kimble, TX"
2661,48269,King,"King, TX"
2662,48271,Kinney,"Kinney, TX"
2663,48273,Kleberg,"Kleberg, TX"
2664,48275,Knox,"Knox, TX"
2665,48277,Lamar,"Lamar, TX"
2666,48279,Lamb,"Lamb, TX"
2667,48281,Lampasas,"Lampasas, TX"
2668,48283,La Salle,"La Salle, TX"
2669,48285,Lavaca,"Lavaca, TX"
2670,48287,Lee,"Lee, TX"
2671,48289,Leon,"Leon, TX"
2672,48291,Liberty,"Liberty, TX"
2673,48293,Limestone,"Limestone, TX"
2674,48295,Lipscomb,"Lipscomb, TX"
2675,48297,Live Oak,"Live Oak, TX"
2676,48299,Llano,"Llano, TX"
2677,48301,Loving,"Loving, TX"
2678,48303,Lubbock,"Lubbock, TX"
2679,48305,Lynn,"Lynn, TX"
2680,48307,McCulloch,"McCulloch, TX"
2681,48309,McLennan,"McLennan, TX"
2682,48311,McMullen,"McMullen, TX"
2683,48313,Madison,"Madison, TX"
2684,48315,Marion,"Marion, TX"
2685,48317,Martin,"Martin, TX"
2686,48319,Mason,"Mason, TX"
2687,48321,Matagorda,"Matagorda, TX"
2688,48323,Maverick,"Maverick, TX"
2689,48325,Medina,"Medina, TX"
2690,48327,Menard,"Menard, TX"
2691,48329,Midland,"Midland, TX"
2692,48331,Milam,"Milam, TX"
2693,48333,Mills,"Mills, TX"
2694,48335,Mitchell,"Mitchell, TX"
2695,48337,Montague,"Montague, TX"
2696,48339,Montgomery,"Montgomery, TX"
2697,48341,Moore,"Moore, TX"
2698,48343,Morris,"Morris, TX"
2699,48345,Motley,"Motley, TX"
2700,48347,Nacogdoches,"Nacogdoches, TX"
2701,48349,Navarro,"Navarro, TX"
2702,48351,Newton,"Newton, TX"
2703,48353,Nolan,"Nolan, TX"
2704,48355,Nueces,"Nueces, TX"
2705,48357,Ochiltree,"Ochiltree, TX"
2706,48359,Oldham,"Oldham, TX"
2707,48361,Orange,"Orange, TX"
2708,48363,Palo Pinto,"Palo Pinto, TX"
2709,48365,Panola,"Panola, TX"
2710,48367,Parker,"Parker, TX"
2711,48369,Parmer,"Parmer, TX"
2712,48371,Pecos,"Pecos, TX"
2713,48373,Polk,"Polk, TX"
2714,48375,Potter,"Potter, TX"
2715,48377,Presidio,"Presidio, TX"
2716,48379,Rains,"Rains, TX"
2717,48381,Randall,"Randall, TX"
2718,48383,Reagan,"Reagan, TX"
2719,48385,Real,"Real, TX"
2720,48387,Red River,"Red River, TX"
2721,48389,Reeves,"Reeves, TX"
2722,48391,Refugio,"Refugio, TX"
2723,48393,Roberts,"Roberts, TX"
2724,48395,Robertson,"Robertson, TX"
2725,48397,Rockwall,"Rockwall, TX"
2726,48399,Runnels,"Runnels, TX"
2727,48401,Rusk,"Rusk, TX"
2728,48403,Sabine,"Sabine, TX"
2729,48405,San Augustine,"San Augustine, TX"
2730,48407,San Jacinto,"San Jacinto, TX"
2731,48409,San Patricio,"San Patricio, TX"
2732,48411,San Saba,"San Saba, TX"
2733,48413,Schleicher,"Schleicher, TX"
2734,48415,Scurry,"Scurry, TX"
2735,48417,Shackelford,"Shackelford, TX"
2736,48419,Shelby,"Shelby, TX"
2737,48421,Sherman,"Sherman, TX"
2738,48423,Smith,"Smith, TX"
2739,48425,Somervell,"Somervell, TX"
2740,48427,Starr,"Starr, TX"
2741,48429,Stephens,"Stephens, TX"
2742,48431,Sterling,"Sterling, TX"
2743,48433,Stonewall,"Stonewall, TX"
2744,48435,Sutton,"Sutton, TX"
2745,48437,Swisher,"Swisher, TX"
2746,48439,Tarrant,"Tarrant, TX"
2747,48441,Taylor,"Taylor, TX"
2748,48443,Terrell,"Terrell, TX"
2749,48445,Terry,"Terry, TX"
2750,48447,Throckmorton,"Throckmorton, TX"
2751,48449,Titus,"Titus, TX"
2752,48451,Tom Green,"Tom Green, TX"
2753,48453,Travis,"Travis, TX"
2754,48455,Trinity,"Trinity, TX"
2755,48457,Tyler,"Tyler, TX"
2756,48459,Upshur,"Upshur, TX"
2757,48461,Upton,"Upton, TX"
2758,48463,Uvalde,"Uvalde, TX"
2759,48465,Val Verde,"Val Verde, TX"
2760,48467,Van Zandt,"Van Zandt, TX"
2761,48469,Victoria,"Victoria, TX"
2762,48471,Walker,"Walker, TX"
2763,48473,Waller,"Waller, TX"
2764,48475,Ward,"Ward, TX"
2765,48477,Washington,"Washington, TX"
2766,48479,Webb,"Webb, TX"
2767,48481,Wharton,"Wharton, TX"
2768,48483,Wheeler,"Wheeler, TX"
2769,48485,Wichita,"Wichita, TX"
2770,48487,Wilbarger,"Wilbarger, TX"
2771,48489,Willacy,"Willacy, TX"
2772,48491,Williamson,"Williamson, TX"
2773,48493,Wilson,"Wilson, TX"
2774,48495,Winkler,"Winkler, TX"
2775,48497,Wise,"Wise, TX"
2776,48499,Wood,"Wood, TX"
2777,48501,Yoakum,"Yoakum, TX"
2778,48503,Young,"Young, TX"
2779,48505,Zapata,"Zapata, TX"
2780,48507,Zavala,"Zavala, TX"
2781,49001,Beaver,"Beaver, UT"
2782,49003,Box Elder,"Box Elder, UT"
2783,49005,Cache,"Cache, UT"
2784,49007,Carbon,"Carbon, UT"
2785,49009,Daggett,"Daggett, UT"
2786,49011,Davis,"Davis, UT"
2787,49013,Duchesne,"Duchesne, UT"
2788,49015,Emery,"Emery, UT"
2789,49017,Garfield,"Garfield, UT"
2790,49019,Grand,"Grand, UT"
2791,49021,Iron,"Iron, UT"
2792,49023,Juab,"Juab, UT"
2793,49025,Kane,"Kane, UT"
2794,49027,Millard,"Millard, UT"
2795,49029,Morgan,"Morgan, UT"
2796,49031,Piute,"Piute, UT"
2797,49033,Rich,"Rich, UT"
2798,49035,Salt Lake,"Salt Lake, UT"
2799,49037,San Juan,"San Juan, UT"
2800,49039,Sanpete,"Sanpete, UT"
2801,49041,Sevier,"Sevier, UT"
2802,49043,Summit,"Summit, UT"
2803,49045,Tooele,"Tooele, UT"
2804,49047,Uintah,"Uintah, UT"
2805,49049,Utah,"Utah, UT"
2806,49051,Wasatch,"Wasatch, UT"
2807,49053,Washington,"Washington, UT"
2808,49055,Wayne,"Wayne, UT"
2809,49057,Weber,"Weber, UT"
2810,50001,Addison,"Addison, VT"
2811,50003,Bennington,"Bennington, VT"
2812,50005,Caledonia,"Caledonia, VT"
2813,50007,Chittenden,"Chittenden, VT"
2814,50009,Essex,"Essex, VT"
2815,50011,Franklin,"Franklin, VT"
2816,50013,Grand Isle,"Grand Isle, VT"
2817,50015,Lamoille,"Lamoille, VT"
2818,50017,Orange,"Orange, VT"
2819,50019,Orleans,"Orleans, VT"
2820,50021,Rutland,"Rutland, VT"
2821,50023,Washington,"Washington, VT"
2822,50025,Windham,"Windham, VT"
2823,50027,Windsor,"Windsor, VT"
2824,51001,Accomack,"Accomack, VA"
2825,51003,Albemarle,"Albemarle, VA"
2826,51005,Alleghany,"Alleghany, VA"
2827,51007,Amelia,"Amelia, VA"
2828,51009,Amherst,"Amherst, VA"
2829,51011,Appomattox,"Appomattox, VA"
2830,51013,Arlington,"Arlington, VA"
2831,51015,Augusta,"Augusta, VA"
2832,51017,Bath,"Bath, VA"
2833,51019,Bedford,"Bedford, VA"
2834,51021,Bland,"Bland, VA"
2835,51023,Botetourt,"Botetourt, VA"
2836,51025,Brunswick,"Brunswick, VA"
2837,51027,Buchanan,"Buchanan, VA"
2838,51029,Buckingham,"Buckingham, VA"
2839,51031,Campbell,"Campbell, VA"
2840,51033,Caroline,"Caroline, VA"
2841,51035,Carroll,"Carroll, VA"
2842,51036,Charles City,"Charles City, VA"
2843,51037,Charlotte,"Charlotte, VA"
2844,51041,Chesterfield,"Chesterfield, VA"
2845,51043,Clarke,"Clarke, VA"
2846,51045,Craig,"Craig, VA"
2847,51047,Culpeper,"Culpeper, VA"
2848,51049,Cumberland,"Cumberland, VA"
2849,51051,Dickenson,"Dickenson, VA"
2850,51053,Dinwiddie,"Dinwiddie, VA"
2851,51057,Essex,"Essex, VA"
2852,51059,Fairfax,"Fairfax, VA"
2853,51061,Fauquier,"Fauquier, VA"
2854,51063,Floyd,"Floyd, VA"
2855,51065,Fluvanna,"Fluvanna, VA"
2856,51067,Franklin,"Franklin, VA"
2857,51069,Frederick,"Frederick, VA"
2858,51071,Giles,"Giles, VA"
2859,51073,Gloucester,"Gloucester, VA"
2860,51075,Goochland,"Goochland, VA"
2861,51077,Grayson,"Grayson, VA"
2862,51079,Greene,"Greene, VA"
2863,51081,Greensville,"Greensville, VA"
2864,51083,Halifax,"Halifax, VA"
2865,51085,Hanover,"Hanover, VA"
2866,51087,Henrico,"Henrico, VA"
2867,51089,Henry,"Henry, VA"
2868,51091,Highland,"Highland, VA"
2869,51093,Isle of Wight,"Isle of Wight, VA"
2870,51095,James City,"James City, VA"
2871,51097,King and Queen,"King and Queen, VA"
2872,51099,King George,"King George, VA"
2873,51101,King William,"King William, VA"
2874,51103,Lancaster,"Lancaster, VA"
2875,51105,Lee,"Lee, VA"
2876,51107,Loudoun,"Loudoun, VA"
2877,51109,Louisa,"Louisa, VA"
2878,51111,Lunenburg,"Lunenburg, VA"
2879,51113,Madison,"Madison, VA"
2880,51115,Mathews,"Mathews, VA"
2881,51117,Mecklenburg,"Mecklenburg, VA"
2882,51119,Middlesex,"Middlesex, VA"
2883,51121,Montgomery,"Montgomery, VA"
2884,51125,Nelson,"Nelson, VA"
2885,51127,New Kent,"New Kent, VA"
2886,51131,Northampton,"Northampton, VA"
2887,51133,Northumberland,"Northumberland, VA"
2888,51135,Nottoway,"Nottoway, VA"
2889,51137,Orange,"Orange, VA"
2890,51139,Page,"Page, VA"
2891,51141,Patrick,"Patrick, VA"
2892,51143,Pittsylvania,"Pittsylvania, VA"
2893,51145,Powhatan,"Powhatan, VA"
2894,51147,Prince Edward,"Prince Edward, VA"
2895,51149,Prince George,"Prince George, VA"
2896,51153,Prince William,"Prince William, VA"
2897,51155,Pulaski,"Pulaski, VA"
2898,51157,Rappahannock,"Rappahannock, VA"
2899,51159,Richmond,"Richmond, VA"
2900,51161,Roanoke,"Roanoke, VA"
2901,51163,Rockbridge,"Rockbridge, VA"
2902,51165,Rockingham,"Rockingham, VA"
2903,51167,Russell,"Russell, VA"
2904,51169,Scott,"Scott, VA"
2905,51171,Shenandoah,"Shenandoah, VA"
2906,51173,Smyth,"Smyth, VA"
2907,51175,Southampton,"Southampton, VA"
2908,51177,Spotsylvania,"Spotsylvania, VA"
2909,51179,Stafford,"Stafford, VA"
2910,51181,Surry,"Surry, VA"
2911,51183,Sussex,"Sussex, VA"
2912,51185,Tazewell,"Tazewell, VA"
2913,51187,Warren,"Warren, VA"
2914,51191,Washington,"Washington, VA"
2915,51193,Westmoreland,"Westmoreland, VA"
2916,51195,Wise,"Wise, VA"
2917,51197,Wythe,"Wythe, VA"
2918,51199,York,"York, VA"
2919,51510,Alexandria city,"Alexandria city, VA"
2920,51515,Bedford city,"Bedford city, VA"
2921,51520,Bristol city,"Bristol city, VA"
2922,51530,Buena Vista city,"Buena Vista city, VA"
2923,51540,Charlottesville city,"Charlottesville city, VA"
2924,51550,Chesapeake city,"Chesapeake city, VA"
2925,51570,Colonial Heights city,"Colonial Heights city, VA"
2926,51580,Covington city,"Covington city, VA"
2927,51590,Danville city,"Danville city, VA"
2928,51595,Emporia city,"Emporia city, VA"
2929,51600,Fairfax city,"Fairfax city, VA"
2930,51610,Falls Church city,"Falls Church city, VA"
2931,51620,Franklin city,"Franklin city, VA"
2932,51630,Fredericksburg city,"Fredericksburg city, VA"
2933,51640,Galax city,"Galax city, VA"
2934,51650,Hampton city,"Hampton city, VA"
2935,51660,Harrisonburg city,"Harrisonburg city, VA"
2936,51670,Hopewell city,"Hopewell city, VA"
2937,51678,Lexington city,"Lexington city, VA"
2938,51680,Lynchburg city,"Lynchburg city, VA"
2939,51683,Manassas city,"Manassas city, VA"
2940,51685,Manassas Park city,"Manassas Park city, VA"
2941,51690,Martinsville city,"Martinsville city, VA"
2942,51700,Newport News city,"Newport News city, VA"
2943,51710,Norfolk city,"Norfolk city, VA"
2944,51720,Norton city,"Norton city, VA"
2945,51730,Petersburg city,"Petersburg city, VA"
2946,51735,Poquoson city,"Poquoson city, VA"
2947,51740,Portsmouth city,"Portsmouth city, VA"
2948,51750,Radford city,"Radford city, VA"
2949,51760,Richmond city,"Richmond city, VA"
2950,51770,Roanoke city,"Roanoke city, VA"
2951,51775,Salem city,"Salem city, VA"
2952,51790,Staunton city,"Staunton city, VA"
2953,51800,Suffolk city,"Suffolk city, VA"
2954,51810,Virginia Beach city,"Virginia Beach city, VA"
2955,51820,Waynesboro city,"Waynesboro city, VA"
2956,51830,Williamsburg city,"Williamsburg city, VA"
2957,51840,Winchester city,"Winchester city, VA"
2958,53001,Adams,"Adams, WA"
2959,53003,Asotin,"Asotin, WA"
2960,53005,Benton,"Benton, WA"
2961,53007,Chelan,"Chelan, WA"
2962,53009,Clallam,"Clallam, WA"
2963,53011,Clark,"Clark, WA"
2964,53013,Columbia,"Columbia, WA"
2965,53015,Cowlitz,"Cowlitz, WA"
2966,53017,Douglas,"Douglas, WA"
2967,53019,Ferry,"Ferry, WA"
2968,53021,Franklin,"Franklin, WA"
2969,53023,Garfield,"Garfield, WA"
2970,53025,Grant,"Grant, WA"
2971,53027,Grays Harbor,"Grays Harbor, WA"
2972,53029,Island,"Island, WA"
2973,53031,Jefferson,"Jefferson, WA"
2974,53033,King,"King, WA"
2975,53035,Kitsap,"Kitsap, WA"
2976,53037,Kittitas,"Kittitas, WA"
2977,53039,Klickitat,"Klickitat, WA"
2978,53041,Lewis,"Lewis, WA"
2979,53043,Lincoln,"Lincoln, WA"
2980,53045,Mason,"Mason, WA"
2981,53047,Okanogan,"Okanogan, WA"
2982,53049,Pacific,"Pacific, WA"
2983,53051,Pend Oreille,"Pend Oreille, WA"
2984,53053,Pierce,"Pierce, WA"
2985,53055,San Juan,"San Juan, WA"
2986,53057,Skagit,"Skagit, WA"
2987,53059,Skamania,"Skamania, WA"
2988,53061,Snohomish,"Snohomish, WA"
2989,53063,Spokane,"Spokane, WA"
2990,53065,Stevens,"Stevens, WA"
2991,53067,Thurston,"Thurston, WA"
2992,53069,Wahkiakum,"Wahkiakum, WA"
2993,53071,Walla Walla,"Walla Walla, WA"
2994,53073,Whatcom,"Whatcom, WA"
2995,53075,Whitman,"Whitman, WA"
2996,53077,Yakima,"Yakima, WA"
2997,54001,Barbour,"Barbour, WV"
2998,54003,Berkeley,"Berkeley, WV"
2999,54005,Boone,"Boone, WV"
3000,54007,Braxton,"Braxton, WV"
3001,54009,Brooke,"Brooke, WV"
3002,54011,Cabell,"Cabell, WV"
3003,54013,Calhoun,"Calhoun, WV"
3004,54015,Clay,"Clay, WV"
3005,54017,Doddridge,"Doddridge, WV"
3006,54019,Fayette,"Fayette, WV"
3007,54021,Gilmer,"Gilmer, WV"
3008,54023,Grant,"Grant, WV"
3009,54025,Greenbrier,"Greenbrier, WV"
3010,54027,Hampshire,"Hampshire, WV"
3011,54029,Hancock,"Hancock, WV"
3012,54031,Hardy,"Hardy, WV"
3013,54033,Harrison,"Harrison, WV"
3014,54035,Jackson,"Jackson, WV"
3015,54037,Jefferson,"Jefferson, WV"
3016,54039,Kanawha,"Kanawha, WV"
3017,54041,Lewis,"Lewis, WV"
3018,54043,Lincoln,"Lincoln, WV"
3019,54045,Logan,"Logan, WV"
3020,54047,McDowell,"McDowell, WV"
3021,54049,Marion,"Marion, WV"
3022,54051,Marshall,"Marshall, WV"
3023,54053,Mason,"Mason, WV"
3024,54055,Mercer,"Mercer, WV"
3025,54057,Mineral,"Mineral, WV"
3026,54059,Mingo,"Mingo, WV"
3027,54061,Monongalia,"Monongalia, WV"
3028,54063,Monroe,"Monroe, WV"
3029,54065,Morgan,"Morgan, WV"
3030,54067,Nicholas,"Nicholas, WV"
3031,54069,Ohio,"Ohio, WV"
3032,54071,Pendleton,"Pendleton, WV"
3033,54073,Pleasants,"Pleasants, WV"
3034,54075,Pocahontas,"Pocahontas, WV"
3035,54077,Preston,"Preston, WV"
3036,54079,Putnam,"Putnam, WV"
3037,54081,Raleigh,"Raleigh, WV"
3038,54083,Randolph,"Randolph, WV"
3039,54085,Ritchie,"Ritchie, WV"
3040,54087,Roane,"Roane, WV"
3041,54089,Summers,"Summers, WV"
3042,54091,Taylor,"Taylor, WV"
3043,54093,Tucker,"Tucker, WV"
3044,54095,Tyler,"Tyler, WV"
3045,54097,Upshur,"Upshur, WV"
3046,54099,Wayne,"Wayne, WV"
3047,54101,Webster,"Webster, WV"
3048,54103,Wetzel,"Wetzel, WV"
3049,54105,Wirt,"Wirt, WV"
3050,54107,Wood,"Wood, WV"
3051,54109,Wyoming,"Wyoming, WV"
3052,55001,Adams,"Adams, WI"
3053,55003,Ashland,"Ashland, WI"
3054,55005,Barron,"Barron, WI"
3055,55007,Bayfield,"Bayfield, WI"
3056,55009,Brown,"Brown, WI"
3057,55011,Buffalo,"Buffalo, WI"
3058,55013,Burnett,"Burnett, WI"
3059,55015,Calumet,"Calumet, WI"
3060,55017,Chippewa,"Chippewa, WI"
3061,55019,Clark,"Clark, WI"
3062,55021,Columbia,"Columbia, WI"
3063,55023,Crawford,"Crawford, WI"
3064,55025,Dane,"Dane, WI"
3065,55027,Dodge,"Dodge, WI"
3066,55029,Door,"Door, WI"
3067,55031,Douglas,"Douglas, WI"
3068,55033,Dunn,"Dunn, WI"
3069,55035,Eau Claire,"Eau Claire, WI"
3070,55037,Florence,"Florence, WI"
3071,55039,Fond du Lac,"Fond du Lac, WI"
3072,55041,Forest,"Forest, WI"
3073,55043,Grant,"Grant, WI"
3074,55045,Green,"Green, WI"
3075,55047,Green Lake,"Green Lake, WI"
3076,55049,Iowa,"Iowa, WI"
3077,55051,Iron,"Iron, WI"
3078,55053,Jackson,"Jackson, WI"
3079,55055,Jefferson,"Jefferson, WI"
3080,55057,Juneau,"Juneau, WI"
3081,55059,Kenosha,"Kenosha, WI"
3082,55061,Kewaunee,"Kewaunee, WI"
3083,55063,La Crosse,"La Crosse, WI"
3084,55065,Lafayette,"Lafayette, WI"
3085,55067,Langlade,"Langlade, WI"
3086,55069,Lincoln,"Lincoln, WI"
3087,55071,Manitowoc,"Manitowoc, WI"
3088,55073,Marathon,"Marathon, WI"
3089,55075,Marinette,"Marinette, WI"
3090,55077,Marquette,"Marquette, WI"
3091,55078,Menominee,"Menominee, WI"
3092,55079,Milwaukee,"Milwaukee, WI"
3093,55081,Monroe,"Monroe, WI"
3094,55083,Oconto,"Oconto, WI"
3095,55085,Oneida,"Oneida, WI"
3096,55087,Outagamie,"Outagamie, WI"
3097,55089,Ozaukee,"Ozaukee, WI"
3098,55091,Pepin,"Pepin, WI"
3099,55093,Pierce,"Pierce, WI"
3100,55095,Polk,"Polk, WI"
3101,55097,Portage,"Portage, WI"
3102,55099,Price,"Price, WI"
3103,55101,Racine,"Racine, WI"
3104,55103,Richland,"Richland, WI"
3105,55105,Rock,"Rock, WI"
3106,55107,Rusk,"Rusk, WI"
3107,55109,St. Croix,"St. Croix, WI"
3108,55111,Sauk,"Sauk, WI"
3109,55113,Sawyer,"Sawyer, WI"
3110,55115,Shawano,"Shawano, WI"
3111,55117,Sheboygan,"Sheboygan, WI"
3112,55119,Taylor,"Taylor, WI"
3113,55121,Trempealeau,"Trempealeau, WI"
3114,55123,Vernon,"Vernon, WI"
3115,55125,Vilas,"Vilas, WI"
3116,55127,Walworth,"Walworth, WI"
3117,55129,Washburn,"Washburn, WI"
3118,55131,Washington,"Washington, WI"
3119,55133,Waukesha,"Waukesha, WI"
3120,55135,Waupaca,"Waupaca, WI"
3121,55137,Waushara,"Waushara, WI"
3122,55139,Winnebago,"Winnebago, WI"
3123,55141,Wood,"Wood, WI"
3124,56001,Albany,"Albany, WY"
3125,56003,Big Horn,"Big Horn, WY"
3126,56005,Campbell,"Campbell, WY"
3127,56007,Carbon,"Carbon, WY"
3128,56009,Converse,"Converse, WY"
3129,56011,Crook,"Crook, WY"
3130,56013,Fremont,"Fremont, WY"
3131,56015,Goshen,"Goshen, WY"
3132,56017,Hot Springs,"Hot Springs, WY"
3133,56019,Johnson,"Johnson, WY"
3134,56021,Laramie,"Laramie, WY"
3135,56023,Lincoln,"Lincoln, WY"
3136,56025,Natrona,"Natrona, WY"
3137,56027,Niobrara,"Niobrara, WY"
3138,56029,Park,"Park, WY"
3139,56031,Platte,"Platte, WY"
3140,56033,Sheridan,"Sheridan, WY"
3141,56035,Sublette,"Sublette, WY"
3142,56037,Sweetwater,"Sweetwater, WY"
3143,56039,Teton,"Teton, WY"
3144,56041,Uinta,"Uinta, WY"
3145,56043,Washakie,"Washakie, WY"
3146,56045,Weston,"Weston, WY"
3147,60010,Eastern District,"Eastern District, AS"
3148,60020,Manu'a District,"Manu'a District, AS"
3149,60030,Rose Island,"Rose Island, AS"
3150,60040,Swains Island,"Swains Island, AS"
3151,60050,Western District,"Western District, AS"
3152,64002,Chuuk,"Chuuk, FM"
3153,64005,Kosrae,"Kosrae, FM"
3154,64040,Pohnpei,"Pohnpei, FM"
3155,64060,Yap,"Yap, FM"
3156,66010,Guam,"Guam, GU"
3157,68007,Ailinginae,"Ailinginae, MH"
3158,68010,Ailinglaplap,"Ailinglaplap, MH"
3159,68030,Ailuk,"Ailuk, MH"
3160,68040,Arno,"Arno, MH"
3161,68050,Aur,"Aur, MH"
3162,68060,Bikar,"Bikar, MH"
3163,68070,Bikini,"Bikini, MH"
3164,68073,Bokak,"Bokak, MH"
3165,68080,Ebon,"Ebon, MH"
3166,68090,Enewetak,"Enewetak, MH"
3167,68100,Erikub,"Erikub, MH"
3168,68110,Jabat,"Jabat, MH"
3169,68120,Jaluit,"Jaluit, MH"
3170,68130,Jemo,"Jemo, MH"
3171,68140,Kili,"Kili, MH"
3172,68150,Kwajalein,"Kwajalein, MH"
3173,68160,Lae,"Lae, MH"
3174,68170,Lib,"Lib, MH"
3175,68180,Likiep,"Likiep, MH"
3176,68190,Majuro,"Majuro, MH"
3177,68300,Maloelap,"Maloelap, MH"
3178,68310,Mejit,"Mejit, MH"
3179,68320,Mili,"Mili, MH"
3180,68330,Namorik,"Namorik, MH"
3181,68340,Namu,"Namu, MH"
3182,68350,Rongelap,"Rongelap, MH"
3183,68360,Rongrik,"Rongrik, MH"
3184,68385,Toke,"Toke, MH"
3185,68390,Ujae,"Ujae, MH"
3186,68400,Ujelang,"Ujelang, MH"
3187,68410,Utrik,"Utrik, MH"
3188,68420,Wotho,"Wotho, MH"
3189,68430,Wotje,"Wotje, MH"
3190,69085,Northern Islands Municipality,"Northern Islands Municipality, MP"
3191,69100,Rota Municipality,"Rota Municipality, MP"
3192,69110,Saipan Municipality,"Saipan Municipality, MP"
3193,69120,Tinian Municipality,"Tinian Municipality, MP"
3194,70002,Aimeliik,"Aimeliik, PW"
3195,70004,Airai,"Airai, PW"
3196,70010,Angaur,"Angaur, PW"
3197,70050,Hatobohei,"Hatobohei, PW"
3198,70100,Kayangel,"Kayangel, PW"
3199,70150,Koror,"Koror, PW"
3200,70212,Melekeok,"Melekeok, PW"
3201,70214,Ngaraard,"Ngaraard, PW"
3202,70218,Ngarchelong,"Ngarchelong, PW"
3203,70222,Ngardmau,"Ngardmau, PW"
3204,70224,Ngatpang,"Ngatpang, PW"
3205,70226,Ngchesar,"Ngchesar, PW"
3206,70227,Ngeremlengui,"Ngeremlengui, PW"
3207,70228,Ngiwal,"Ngiwal, PW"
3208,70350,Peleliu,"Peleliu, PW"
3209,70370,Sonsorol,"Sonsorol, PW"
3210,72001,Adjuntas Municipio,"Adjuntas Municipio, PR"
3211,72003,Aguada Municipio,"Aguada Municipio, PR"
3212,72005,Aguadilla Municipio,"Aguadilla Municipio, PR"
3213,72007,Aguas Buenas Municipio,"Aguas Buenas Municipio, PR"
3214,72009,Aibonito Municipio,"Aibonito Municipio, PR"
3215,72011,Anasco Municipio,"Anasco Municipio, PR"
3216,72013,Arecibo Municipio,"Arecibo Municipio, PR"
3217,72015,Arroyo Municipio,"Arroyo Municipio, PR"
3218,72017,Barceloneta Municipio,"Barceloneta Municipio, PR"
3219,72019,Barranquitas Municipio,"Barranquitas Municipio, PR"
3220,72021,Bayamon Municipio,"Bayamon Municipio, PR"
3221,72023,Cabo Rojo Municipio,"Cabo Rojo Municipio, PR"
3222,72025,Caguas Municipio,"Caguas Municipio, PR"
3223,72027,Camuy Municipio,"Camuy Municipio, PR"
3224,72029,Canovanas Municipio,"Canovanas Municipio, PR"
3225,72031,Carolina Municipio,"Carolina Municipio, PR"
3226,72033,Catano Municipio,"Catano Municipio, PR"
3227,72035,Cayey Municipio,"Cayey Municipio, PR"
3228,72037,Ceiba Municipio,"Ceiba Municipio, PR"
3229,72039,Ciales Municipio,"Ciales Municipio, PR"
3230,72041,Cidra Municipio,"Cidra Municipio, PR"
3231,72043,Coamo Municipio,"Coamo Municipio, PR"
3232,72045,Comerio Municipio,"Comerio Municipio, PR"
3233,72047,Corozal Municipio,"Corozal Municipio, PR"
3234,72049,Culebra Municipio,"Culebra Municipio, PR"
3235,72051,Dorado Municipio,"Dorado Municipio, PR"
3236,72053,Fajardo Municipio,"Fajardo Municipio, PR"
3237,72054,Florida Municipio,"Florida Municipio, PR"
3238,72055,Guanica Municipio,"Guanica Municipio, PR"
3239,72057,Guayama Municipio,"Guayama Municipio, PR"
3240,72059,Guayanilla Municipio,"Guayanilla Municipio, PR"
3241,72061,Guaynabo Municipio,"Guaynabo Municipio, PR"
3242,72063,Gurabo Municipio,"Gurabo Municipio, PR"
3243,72065,Hatillo Municipio,"Hatillo Municipio, PR"
3244,72067,Hormigueros Municipio,"Hormigueros Municipio, PR"
3245,72069,Humacao Municipio,"Humacao Municipio, PR"
3246,72071,Isabela Municipio,"Isabela Municipio, PR"
3247,72073,Jayuya Municipio,"Jayuya Municipio, PR"
3248,72075,Juana Diaz Municipio,"Juana Diaz Municipio, PR"
3249,72077,Juncos Municipio,"Juncos Municipio, PR"
3250,72079,Lajas Municipio,"Lajas Municipio, PR"
3251,72081,Lares Municipio,"Lares Municipio, PR"
3252,72083,Las Marias Municipio,"Las Marias Municipio, PR"
3253,72085,Las Piedras Municipio,"Las Piedras Municipio, PR"
3254,72087,Loiza Municipio,"Loiza Municipio, PR"
3255,72089,Luquillo Municipio,"Luquillo Municipio, PR"
3256,72091,Manati Municipio,"Manati Municipio, PR"
3257,72093,Maricao Municipio,"Maricao Municipio, PR"
3258,72095,Maunabo Municipio,"Maunabo Municipio, PR"
3259,72097,Mayaguez Municipio,"Mayaguez Municipio, PR"
3260,72099,Moca Municipio,"Moca Municipio, PR"
3261,72101,Morovis Municipio,"Morovis Municipio, PR"
3262,72103,Naguabo Municipio,"Naguabo Municipio, PR"
3263,72105,Naranjito Municipio,"Naranjito Municipio, PR"
3264,72107,Orocovis Municipio,"Orocovis Municipio, PR"
3265,72109,Patillas Municipio,"Patillas Municipio, PR"
3266,72111,Penuelas Municipio,"Penuelas Municipio, PR"
3267,72113,Ponce Municipio,"Ponce Municipio, PR"
3268,72115,Quebradillas Municipio,"Quebradillas Municipio, PR"
